StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2
2021-09-01 13:30:56,2021-09-01 13:37:30,IP Address,65.112.8.53,100,393,True,2021-09-01 13:37:30,R_3EmqJ1Njpa39Czo,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-01 13:49:55,2021-09-01 13:55:06,IP Address,65.112.8.31,100,311,True,2021-09-01 13:55:07,R_3fPLyP9FpYlU6Vu,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-01 13:50:20,2021-09-01 14:04:12,IP Address,65.112.8.23,100,832,True,2021-09-01 14:04:13,R_XMPRpzk9kAODSff,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.09,
2021-09-01 14:04:18,2021-09-01 14:04:25,IP Address,65.112.8.31,100,7,True,2021-09-01 14:04:26,R_9nOAQA7aZayXXhv,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.09,
2021-09-01 14:05:08,2021-09-01 14:07:55,IP Address,50.234.189.46,100,167,True,2021-09-01 14:07:55,R_10GwdUzv30tkF5m,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,10
2021-09-01 14:03:21,2021-09-01 14:13:43,IP Address,65.112.8.58,100,622,True,2021-09-01 14:13:43,R_1j7dOIM5MrTTNr0,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.09,
2021-09-01 11:38:34,2021-09-01 14:14:12,IP Address,65.96.165.16,100,9337,True,2021-09-01 14:14:12,R_2QMql4FzG4AMZNc,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,0.01,
2021-09-01 14:13:53,2021-09-01 14:19:04,IP Address,50.234.189.45,100,311,True,2021-09-01 14:19:04,R_D6GYvRFxk8sp2c9,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-01 14:15:11,2021-09-01 14:19:43,IP Address,65.96.165.16,100,272,True,2021-09-01 14:19:44,R_1jJnsaa6zQxf43h,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,,9
2021-09-01 10:46:10,2021-09-01 14:20:37,IP Address,128.103.124.136,100,12866,True,2021-09-01 14:20:37,R_3s5K7sYlRAnIC1O,,,,,42.3253021240234375,-71.09510040283203125,anonymous,EN,0.09,
2021-09-01 13:55:07,2021-09-01 14:30:12,IP Address,65.112.8.143,100,2104,True,2021-09-01 14:30:12,R_1dGnMyycaedLBQk,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-01 14:14:17,2021-09-01 14:37:50,IP Address,50.234.189.45,100,1412,True,2021-09-01 14:37:50,R_6LtRb6wniA5Munn,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.72,
2021-09-01 14:32:21,2021-09-01 14:44:25,IP Address,50.234.189.45,100,723,True,2021-09-01 14:44:25,R_110eUzz6F73RNwC,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.08,
2021-09-01 14:34:50,2021-09-01 14:53:56,IP Address,50.234.189.45,100,1146,True,2021-09-01 14:53:56,R_1E6diIjGhkgXqQt,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.01,
2021-09-01 15:29:28,2021-09-01 15:33:33,IP Address,65.112.8.23,100,245,True,2021-09-01 15:33:33,R_3KSL1yJVphddqpk,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-01 15:59:56,2021-09-01 16:10:47,IP Address,199.94.1.205,100,650,True,2021-09-01 16:10:47,R_3CZeqaTOmMm3YIG,,,,,42.328704833984375,-71.1139984130859375,anonymous,EN,,9.09
2021-09-01 15:47:14,2021-09-01 16:11:39,IP Address,50.234.189.45,100,1464,True,2021-09-01 16:11:40,R_ZfWI5DtGXEIpX3j,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.09,
2021-09-01 16:12:03,2021-09-01 16:16:31,IP Address,199.94.1.205,100,268,True,2021-09-01 16:16:31,R_3HM7WdzpJQWPwmz,,,,,42.328704833984375,-71.1139984130859375,anonymous,EN,,9
2021-09-01 16:09:56,2021-09-01 16:22:12,IP Address,65.112.8.28,100,736,True,2021-09-01 16:22:12,R_1IoLP0gfjoiUNTd,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.08,
2021-09-01 16:18:01,2021-09-01 16:24:04,IP Address,50.234.189.45,100,362,True,2021-09-01 16:24:04,R_1I47wEs04boarVR,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9.99
2021-09-01 15:53:42,2021-09-01 16:25:12,IP Address,199.94.1.207,100,1889,True,2021-09-01 16:25:12,R_xr3XGXb6WV57ozv,,,,,42.328704833984375,-71.1139984130859375,anonymous,EN,0.09,
2021-09-01 16:23:12,2021-09-01 16:29:27,IP Address,65.112.8.28,100,374,True,2021-09-01 16:29:27,R_239t906I20GqZcs,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,0.09
2021-09-01 16:17:51,2021-09-01 16:34:52,IP Address,73.167.61.139,100,1020,True,2021-09-01 16:34:52,R_vxC3v5Vo40dXpgR,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,,9
2021-09-01 16:27:41,2021-09-01 16:36:04,IP Address,66.31.45.90,100,503,True,2021-09-01 16:36:04,R_262wLkszF2aTsLm,,,,,42.3907012939453125,-71.1349029541015625,anonymous,EN,0.72,
2021-09-01 16:34:52,2021-09-01 16:36:54,IP Address,50.234.189.43,100,121,True,2021-09-01 16:36:54,R_1lzQB7a5Ehfk45f,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-01 16:32:16,2021-09-01 16:37:14,IP Address,73.61.8.78,100,297,True,2021-09-01 16:37:14,R_qKPFeY3saCZKzrX,,,,,42.2902984619140625,-71.079803466796875,anonymous,EN,0.09,
2021-09-01 16:55:25,2021-09-01 17:01:05,IP Address,130.44.152.47,100,340,True,2021-09-01 17:01:06,R_2S0HCF4wf9MOCtd,,,,,42.37969970703125,-71.10340118408203125,anonymous,EN,,10
2021-09-01 18:00:22,2021-09-01 18:20:52,IP Address,66.30.114.132,100,1229,True,2021-09-01 18:20:52,R_OH8PSCdG9khgkIF,,,,,42.3686981201171875,-71.0863037109375,anonymous,EN,0.09,
2021-09-01 18:35:45,2021-09-01 18:37:39,IP Address,65.96.174.47,100,114,True,2021-09-01 18:37:40,R_1d1bxvUIBEyHPTh,,,,,42.3907012939453125,-71.1349029541015625,anonymous,EN,,9.09
2021-09-01 19:09:55,2021-09-01 19:30:44,IP Address,172.58.219.0,100,1248,True,2021-09-01 19:30:44,R_1C490ERPaeA1aHR,,,,,42.356201171875,-71.06310272216796875,anonymous,EN,0.09,
2021-09-01 20:26:52,2021-09-01 20:31:19,IP Address,66.31.45.90,100,267,True,2021-09-01 20:31:20,R_3PdHPXOYR4HEwN4,,,,,42.3907012939453125,-71.1349029541015625,anonymous,EN,0.60,
2021-09-01 20:25:50,2021-09-01 20:33:23,IP Address,50.234.189.37,100,453,True,2021-09-01 20:33:23,R_1H02c787g5p8l8u,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,10.39
2021-09-01 20:27:26,2021-09-01 20:35:53,IP Address,65.96.174.47,100,507,True,2021-09-01 20:35:54,R_2fI0jtNNoh8P0bA,,,,,42.3907012939453125,-71.1349029541015625,anonymous,EN,,9
2021-09-01 20:18:21,2021-09-01 20:37:20,IP Address,50.234.189.43,100,1139,True,2021-09-01 20:37:20,R_x9o4VQ2VT1MnN5f,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.72,
2021-09-01 20:39:18,2021-09-01 20:42:33,IP Address,66.31.19.230,100,195,True,2021-09-01 20:42:33,R_SDekaRLPwxCAQoN,,,,,42.37969970703125,-71.10340118408203125,anonymous,EN,,9
2021-09-01 20:17:27,2021-09-01 20:47:08,IP Address,50.234.189.45,100,1780,True,2021-09-01 20:47:08,R_1rpstuGjvY2UuAN,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9.09
2021-09-01 21:06:08,2021-09-01 21:09:39,IP Address,65.96.174.47,100,210,True,2021-09-01 21:09:39,R_2TYMSU29VbvBT2P,,,,,42.3907012939453125,-71.1349029541015625,anonymous,EN,,9.1
2021-09-01 21:08:49,2021-09-01 21:09:52,IP Address,50.234.189.43,100,63,True,2021-09-01 21:09:52,R_yJZE87hEKJzAbyp,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,0.09
2021-09-01 21:14:37,2021-09-01 21:17:06,IP Address,50.234.189.44,100,149,True,2021-09-01 21:17:07,R_3k06VBKTzeRIp5R,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,0.01
2021-09-01 21:05:30,2021-09-01 21:28:21,IP Address,50.234.189.46,100,1371,True,2021-09-01 21:28:22,R_1N32MgbSU574amb,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.09,
2021-09-01 20:54:00,2021-09-01 21:29:34,IP Address,50.234.189.45,100,2134,True,2021-09-01 21:29:34,R_3Ocdm8kvmmA59al,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.53,
2021-09-01 20:41:04,2021-09-01 21:35:27,IP Address,50.234.189.46,100,3262,True,2021-09-01 21:35:27,R_1KwIHOND8I7iQiH,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.1,
2021-09-01 21:26:25,2021-09-01 21:36:58,IP Address,107.77.223.50,100,633,True,2021-09-01 21:36:58,R_3rHzqGaqlKyqjtK,,,,,40.69549560546875,-73.96669769287109375,anonymous,EN,0.84,
2021-09-01 22:49:54,2021-09-01 22:51:40,IP Address,89.46.62.57,100,106,True,2021-09-01 22:51:40,R_28YT1UoCnv3Zmvs,,,,,40.7156982421875,-74,anonymous,EN,,9
2021-09-01 21:41:12,2021-09-02 05:47:29,IP Address,50.234.189.43,100,29176,True,2021-09-02 05:47:29,R_29tbXJ693HMDmsZ,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9.16
2021-09-02 06:06:16,2021-09-02 06:17:43,IP Address,50.234.189.45,100,687,True,2021-09-02 06:17:44,R_p4wPT9cjDUE68w1,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.1,
2021-09-02 06:41:53,2021-09-02 06:44:30,IP Address,209.6.65.120,100,156,True,2021-09-02 06:44:30,R_PLpUN5PUnUK9z2h,,,,,42.3473968505859375,-71.158203125,anonymous,EN,,9
2021-09-02 06:56:53,2021-09-02 07:30:35,IP Address,174.250.60.5,100,2022,True,2021-09-02 07:30:36,R_3PFbn8pYFOTJ0Tv,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0.09,
2021-09-02 07:27:41,2021-09-02 07:40:13,IP Address,172.58.220.146,100,752,True,2021-09-02 07:40:14,R_2Cp5EtjAVhErg7i,,,,,42.356201171875,-71.06310272216796875,anonymous,EN,,9
2021-09-07 12:54:37,2021-09-07 13:00:30,IP Address,65.112.8.28,100,352,True,2021-09-07 13:00:30,R_2tEAUpD5BelaLFG,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.91,
2021-09-07 12:55:55,2021-09-07 13:01:15,IP Address,65.112.8.53,100,320,True,2021-09-07 13:01:16,R_1mt0jE8TroAm6yr,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,10
2021-09-07 13:26:08,2021-09-07 13:35:02,IP Address,50.234.189.46,100,534,True,2021-09-07 13:35:02,R_sAIuaetpGtnZNnP,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.84,
2021-09-07 14:29:52,2021-09-07 14:33:32,IP Address,65.112.8.16,100,219,True,2021-09-07 14:33:32,R_8ujdxUzl5MprsTT,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-07 14:38:53,2021-09-07 14:40:22,IP Address,65.112.8.21,100,89,True,2021-09-07 14:40:23,R_31c1MYF3YjXY8t0,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-07 14:40:11,2021-09-07 14:47:13,IP Address,65.112.8.50,100,422,True,2021-09-07 14:47:14,R_2uP2m6hAjx1OOEY,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.53,
2021-09-07 15:10:18,2021-09-07 15:16:56,IP Address,65.112.8.24,100,397,True,2021-09-07 15:16:58,R_e9gM9MGRz6hR4mB,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.93,
2021-09-07 17:33:02,2021-09-07 17:38:05,IP Address,73.249.17.100,100,302,True,2021-09-07 17:38:05,R_24CPywlpwLhrupj,,,,,44.9380035400390625,-72.43109893798828125,anonymous,EN,,9.1
2021-09-07 17:36:05,2021-09-07 17:40:48,IP Address,50.234.189.46,100,283,True,2021-09-07 17:40:48,R_D7XK6Te2SJT2MqB,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-07 17:36:10,2021-09-07 18:04:16,IP Address,71.192.163.157,100,1685,True,2021-09-07 18:04:16,R_yVBM7xvzGahF27L,,,,,42.3686981201171875,-71.0863037109375,anonymous,EN,0.34,
2021-09-07 18:04:22,2021-09-07 18:21:24,IP Address,71.192.163.157,100,1021,True,2021-09-07 18:21:24,R_3dKcXWWnvEpK3nw,,,,,42.3686981201171875,-71.0863037109375,anonymous,EN,,0.09
2021-09-07 18:47:59,2021-09-07 18:54:29,IP Address,73.17.187.239,100,390,True,2021-09-07 18:54:30,R_4Pmq0XU6jzRDrLH,,,,,42.33990478515625,-71.1244964599609375,anonymous,EN,0.53,
2021-09-07 18:52:31,2021-09-07 18:59:19,IP Address,50.234.189.46,100,407,True,2021-09-07 18:59:19,R_cApwCxzjxtB6oZb,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-07 19:11:37,2021-09-07 19:21:32,IP Address,65.112.8.61,100,595,True,2021-09-07 19:21:33,R_3hnH6qPZKVYzjew,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.09,
2021-09-07 19:20:06,2021-09-07 19:26:09,IP Address,76.24.27.66,100,362,True,2021-09-07 19:26:11,R_2dWRpaXO8pr9Eyr,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,0.06,
2021-09-07 19:25:53,2021-09-07 19:28:42,IP Address,24.63.250.104,100,169,True,2021-09-07 19:28:43,R_R2nEMvbL5oxuUMh,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,,9
2021-09-07 19:24:25,2021-09-07 19:29:03,IP Address,96.233.41.131,100,277,True,2021-09-07 19:29:03,R_9mYVys48kbVptHH,,,,,42.527801513671875,-71.10399627685546875,anonymous,EN,,9
2021-09-07 20:00:57,2021-09-07 20:03:30,IP Address,65.112.8.20,100,153,True,2021-09-07 20:03:31,R_3hb6iN6lS8PtbKj,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,10
2021-09-07 19:34:18,2021-09-07 20:15:44,IP Address,67.186.133.158,100,2485,True,2021-09-07 20:15:45,R_80uCj2dqit6kpLb,,,,,42.3907012939453125,-71.1349029541015625,anonymous,EN,0.09,
2021-09-07 21:07:58,2021-09-07 21:09:37,IP Address,199.94.1.209,100,98,True,2021-09-07 21:09:37,R_28CaTJwZS8nd1nS,,,,,42.328704833984375,-71.1139984130859375,anonymous,EN,,9
2021-09-07 20:57:27,2021-09-07 21:11:57,IP Address,24.2.201.233,100,869,True,2021-09-07 21:11:57,R_1DG6Sk5v55JWH2x,,,,,42.3473968505859375,-71.158203125,anonymous,EN,0.01,
2021-09-07 22:01:43,2021-09-07 22:15:18,IP Address,76.119.105.178,100,814,True,2021-09-07 22:15:18,R_ZKnU34xuwJJBSLL,,,,,42.3907012939453125,-71.1349029541015625,anonymous,EN,,9.09
2021-09-07 22:09:16,2021-09-08 06:27:43,IP Address,174.250.56.7,100,29906,True,2021-09-08 06:27:43,R_RaGPAVnNq7t5plL,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,,9
2021-09-08 07:06:13,2021-09-08 07:11:39,IP Address,71.232.46.198,100,325,True,2021-09-08 07:11:39,R_3p4KfVlzXpilJzL,,,,,42.34979248046875,-71.07649993896484375,anonymous,EN,,9
2021-09-08 07:23:18,2021-09-08 07:29:05,IP Address,65.112.8.28,100,346,True,2021-09-08 07:29:05,R_AuMsc9ILn2NJfDr,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.72,
2021-09-07 19:17:01,2021-09-08 07:56:32,IP Address,50.234.189.46,100,45571,True,2021-09-08 07:56:33,R_2AZJCFwkLNH60vp,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9.1
2021-09-08 08:43:27,2021-09-08 08:48:08,IP Address,65.112.8.61,100,280,True,2021-09-08 08:48:08,R_wXVEuuHtxJrAW3v,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.93,
2021-09-08 10:00:38,2021-09-08 10:03:43,IP Address,65.112.8.18,100,185,True,2021-09-08 10:03:43,R_1M3RQDnk9QPdOIC,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 10:11:40,2021-09-08 10:13:36,IP Address,65.112.8.58,100,116,True,2021-09-08 10:13:36,R_2PhDWsD30tPMdmn,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.9,
2021-09-08 10:16:09,2021-09-08 10:19:15,IP Address,65.112.8.28,100,186,True,2021-09-08 10:19:15,R_2rBL42Ni1Fn7Gm4,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 10:07:56,2021-09-08 10:23:57,IP Address,65.112.8.17,100,961,True,2021-09-08 10:23:57,R_21gjKYhJGVT4FJi,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,0.08
2021-09-08 10:34:32,2021-09-08 10:42:56,IP Address,50.234.189.45,100,503,True,2021-09-08 10:42:56,R_2z7OOUU13zFbsgy,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 10:35:04,2021-09-08 10:47:10,IP Address,65.112.8.50,100,725,True,2021-09-08 10:47:10,R_4IW1KcSp9MczyqR,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.09,
2021-09-08 10:20:12,2021-09-08 10:48:40,IP Address,65.112.8.25,100,1708,True,2021-09-08 10:48:40,R_2z6WLdWHj8vPslW,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.95,
2021-09-08 10:35:26,2021-09-08 10:53:22,IP Address,65.112.8.51,100,1075,True,2021-09-08 10:53:22,R_1jP9CyteOtpZc6s,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.09,
2021-09-08 11:05:42,2021-09-08 11:08:23,IP Address,65.112.8.31,100,160,True,2021-09-08 11:08:23,R_3j07kzkCKO3RkJo,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9.09
2021-09-08 11:00:17,2021-09-08 11:16:11,IP Address,73.227.130.113,100,953,True,2021-09-08 11:16:11,R_8wCQsLyv4g5a6wp,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.98,
2021-09-08 11:22:41,2021-09-08 11:26:08,IP Address,65.112.8.30,100,206,True,2021-09-08 11:26:08,R_1pmz9iEL7vArcVu,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,88
2021-09-08 11:28:41,2021-09-08 11:32:31,IP Address,65.112.8.28,100,230,True,2021-09-08 11:32:31,R_simengmggqJ89ZT,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,,9
2021-09-08 11:16:34,2021-09-08 11:42:33,IP Address,65.112.8.16,100,1559,True,2021-09-08 11:42:34,R_2WveeXWgL29QDbK,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.01,
